Free Function Name,Free Function Stereotype
"tearDown","literal wrapper"
"stubPostResponse","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"demoFilter","literal wrapper"
"countingFilter","property wrapper"
"urlModifyingFilter","literal wrapper"
"loggingFilter","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getEvents","literal"
"clearEventList","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"setup","global-command literal wrapper"
"main","main"
"main","main"
"randomId","literal wrapper"
"randomQuantity","literal wrapper"
"concatAndSubstringFooName","literal wrapper"
"concatFooName","wrapper"
"substringFooName","wrapper"
"processFooReducingQuantity","property wrapper"
"divideFooQuantity","wrapper"
"reportResult","wrapper"
"reportResult","literal wrapper"
"main","main"
"getFlux","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"setup","global-command literal wrapper"
"getEvents","literal"
"clearEventList","literal wrapper"
"httpConnector","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"startServer","global-command literal wrapper"
"stopServer","literal wrapper"
"serverThread","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"build","property wrapper"
"getSerialversionuid","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getGrantedAuthorities","property wrapper"
"main","main"
"main","main"
"main","main"
"LoginOptionDto","empty"
"UserInfoDto","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"securityConfig","literal"
"main","main"
"main","main"
"prepareWorkDir","literal wrapper"
"builder","literal"
"main","main"
"securityConfig","literal"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"of","literal wrapper"
"main","main"
"main","main"
"generateRsaKey","literal wrapper"
"main","main"
"main","main"
"samlBootstrap","literal"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"generateDummyUsers","literal wrapper"
"generateDummyTweets","property wrapper"
"getAuthorities","literal wrapper"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"getRoleWithDefaultPrefix","property wrapper"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal"
"main","main"
"asJsonString","literal wrapper"
"main","main"
"getAuthenticatedUserName","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"encoder","literal"
"main","main"
"main","main"
"main","main"
"encoder","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"createUser","literal wrapper"
"createUserWithoutId","literal"
"createUserWithId","literal wrapper"
"createUsers","literal wrapper"
"main","main"
"getAuthentication","property wrapper"
"main","main"
"builder","literal"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"securityConfig","literal"
"main","main"
"securityConfig","literal"
"isRedirectView","predicate wrapper"
"isUserLogged","literal wrapper"
"main","main"
"simpleSvcRequestLoggingIn","literal wrapper"
"simpleSvcRequestLoggingIn","literal wrapper"
"simpleResponseSvcRequestLoggingIn","property wrapper"
"simpleResponseRequestUsingSessionNotFollowingRedirects","literal wrapper"
"main","main"
"main","main"
"main","main"
"propertySourcesPlaceholderConfigurer","literal wrapper"
"propertySourcesPlaceholderConfigurer","literal wrapper"
"authenticateAgainstThirdPartyAndGetAuthentication","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"startUp","global-command literal wrapper"
"shutdown","literal wrapper"
"getShell","literal"
"main","main"
"main","main"
"main","main"
"readFileToString","literal wrapper"
"asString","property wrapper"
"propertyPlaceHolderConfigurer","literal"
"main","main"
"main","main"
"upperCaseBearer","property wrapper"
"fromValue","literal wrapper"
"fromValue","literal wrapper"
"fromValue","literal wrapper"
"fromValue","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"initializeVault","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"isValidPoem","predicate wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"getConnection","literal wrapper"
"main","main"
"main","main"
"saveToFilesystem","wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"format","property wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"enableTimeout","wrapper"
"main","main"
"main","main"
"main","main"
"fromCustomer","property wrapper"
"main","main"
"isNumeric","literal wrapper"
"getSimpleOperator","literal wrapper"
"main","main"
"isHigerPrecedenceOperator","literal wrapper"
"getSimpleOperation","property"
"main","main"
"main","main"
"registerAllExtensions","empty"
"getDefaultInstance","literal"
"getDescriptor","literal"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseDelimitedFrom","literal wrapper"
"parseFrom","literal wrapper"
"parseFrom","literal wrapper"
"newBuilder","literal wrapper"
"newBuilder","literal wrapper"
"getDescriptor","literal"
"create","literal"
"getDescriptor","literal"
"createLinkHeader","property"
"bookWithId","literal wrapper"
"book","literal wrapper"
"extractAllURIs","property wrapper"
"extractURIByRel","property wrapper"
"extractTypeOfRelation","property wrapper"
"extractSingleURI","property wrapper"
"main","main"
"main","main"
"checkFound","unclassified"
"checkFound","unclassified"
"randomPositiveLongAsString","literal wrapper"
"randomNegativeLongAsString","literal wrapper"
"randomPositiveLong","literal wrapper"
"randomNegativeLong","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"runBeforeAllTestMethods","global-command literal wrapper"
"runBeforeAllTestMethods","global-command literal"
"compress","property wrapper"
"compress","literal wrapper"
"decompress","literal wrapper"
"main","main"
"main","main"
"main","main"
"handleGracefully","literal"
"main","main"
"main","main"
"postForEntity","literal wrapper"
"exchange","literal wrapper"
"execute","literal wrapper"
"main","main"
"main","main"
"main","main"
"uploadSingleFile","literal wrapper"
"uploadMultipleFile","literal wrapper"
"getTestFile","literal wrapper"
"main","main"
"main","main"
"getById","literal"
"main","main"
"main","main"
"main","main"
"startRedisServer","global-command literal wrapper"
"stopRedisServer","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"array","unclassified"
"buildBooks","literal wrapper"
"buildStudents","literal wrapper"
"buildTeachers","literal wrapper"
"main","main"
"array","unclassified"
"buildStudents","literal wrapper"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"main","main"
"divideByZero","literal"
"main","main"
"nullPointerDereference","literal wrapper"
"main","main"
"resourceLeak","literal wrapper"
"createGraph","literal wrapper"
"runGraph","literal wrapper"
"main","main"
"main","main"
"search","literal wrapper"
"assertThat","literal wrapper"
"assertThat","literal"
"assertThat","literal"
"main","main"
"getServiceHost","literal wrapper"
"getSeleniumGridUrl","literal wrapper"
"parseSeleniumGridUrl","literal"
"getRemoteWebDriver","literal"
"getLocalChromeDriver","literal wrapper"
"getPage","property wrapper"
"main","main"
"setupProtocolForSimulation","literal wrapper"
"setupTestFeedData","literal wrapper"
"buildPostScenario","literal wrapper"
"getMessage","literal"
"divisibleBy","literal"
"onlyDigits","literal"
"uppercase","literal"
"toPrettyString","literal wrapper"
"studentModel","literal wrapper"
"assertModelProperties","wrapper"
"main","main"
"main","main"
"getTestPlan","literal wrapper"
"getThreadGroup","literal wrapper"
"getLoopController","literal wrapper"
"getHttpSamplerProxy","literal wrapper"
"setup","global-command literal"
"setup","global-command literal"
"data","literal wrapper"
"provideBasicData","literal"
"provideEdgeCaseData","literal"
"runOne","literal wrapper"
"runAllClasses","literal wrapper"
"runSuiteOfClasses","literal wrapper"
"runRepeated","literal wrapper"
"runRepeatedSuite","literal wrapper"
"resultReport","wrapper"
"main","main"
"divideNumbers","property"
"argumentsProvider","literal wrapper"
"namedArguments","literal wrapper"
"suppliedData","global-command literal wrapper"
"sortCharacters","property wrapper"
"sortCharacters","property wrapper"
"data","literal wrapper"
"setUpFixture","global-command literal wrapper"
"getOptions","literal wrapper"
"main","main"
"main","main"
"processRequest","literal wrapper"
"getOptions","literal wrapper"
"calculateSum","property wrapper"
"readFromConsole","literal wrapper"
"readFromFile","literal wrapper"
"read","property wrapper"
"divideNumbers","property"
"sayHello","literal"
"setup","literal wrapper"
"done","literal wrapper"
"setup","literal wrapper"
"tearDown","literal wrapper"
"setup","literal wrapper"
"tearDown","literal wrapper"
"convertToDouble","property wrapper"
"main","main"
"getConnection","global-command literal wrapper"
"getConnection","global-command literal wrapper"
"isClosed","predicate wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"assertOutput","literal wrapper"
"validateFirstName","predicate wrapper"
"validateLastName","predicate wrapper"
"isStringValid","predicate wrapper"
"main","main"
"isOdd","predicate"
"blankStrings","literal wrapper"
"isBlank","predicate wrapper"
"isBlank_ShouldReturnTrueForNullOrBlankStringsOneArgument","literal wrapper"
"provideStringsForIsBlank","literal wrapper"
"provideStringsForIsBlankList","literal wrapper"
"setup","literal wrapper"
"done","literal wrapper"
"initialize","global-command literal"
"tearDown","global-command literal"
"setup","literal wrapper"
"done","literal wrapper"
"convertToInt","property wrapper"
"wordDataProvider","literal wrapper"
"initialize","global-command literal"
"tearDown","global-command literal"
"main","main"
"getInstance","global-command literal"
"range","literal wrapper"
"name","literal"
"buildBook","literal"
"printBookId","literal"
"main","main"
"getFictionalCharacters","literal wrapper"
"main","main"
"getSecondExpression","literal wrapper"
"getFirstExpression","literal wrapper"
"main","main"
"getNumberExpression","literal wrapper"
"getExpression","literal wrapper"
"main","main"
"getExpression","literal wrapper"
"main","main"
"getNameFromExpression","literal wrapper"
"getNameFromMethod","literal wrapper"
"main","main"
"getDurationFromExpression","literal wrapper"
"getDurationFromMethod","literal wrapper"
"main","main"
"getMixedCollection","literal wrapper"
"main","main"
"getThirdExpression","literal wrapper"
"getSecondExpression","literal wrapper"
"getFirstExpression","literal wrapper"
"main","main"
"getMethodExpression","literal wrapper"
"getExpression","literal wrapper"
"main","main"
"getExpressionWithPlaceholder","literal wrapper"
"getExpression","literal wrapper"
"simpleArticle","literal"
"isResponsePositive","predicate wrapper"
"randomNumber","literal wrapper"
"minCharCount","literal wrapper"
"specificArgumentMatching","literal wrapper"
"provideFileSystem","literal wrapper"
"startServer","global-command literal wrapper"
"stopServer","literal wrapper"
"staticMethod","literal"
"firstMethod","property"
"secondMethod","literal"
"thirdMethod","literal"
"main","main"
"before","global-command literal wrapper"
"getJson","literal wrapper"
"after","literal wrapper"
"before","global-command literal wrapper"
"after","literal wrapper"
"getEventJson","literal wrapper"
"before","global-command literal wrapper"
"getXml","literal wrapper"
"after","literal wrapper"
"before","global-command literal wrapper"
"getXml","literal wrapper"
"after","literal wrapper"
"inputStreamToString","literal wrapper"
"getAvailablePort","literal wrapper"
"isFree","literal wrapper"
"getGithubUserProfile","literal wrapper"
"retrieveResourceFromResponse","property wrapper"
"setUp","literal wrapper"
"tearDown","literal wrapper"
"convertHttpResponseToString","property wrapper"
"convertInputStreamToString","literal wrapper"
"convertResponseToString","property wrapper"
"firstLineOfResponse","property wrapper"
"getLambdaTestOptions","literal wrapper"
"setup","literal wrapper"
"setupChromeDriver","global-command literal wrapper"
"options","literal wrapper"
"setupChromeDriver","global-command literal wrapper"
"options","literal wrapper"
"setupChromeDriver","global-command literal wrapper"
